timestamp,t,e,tk,lp,pc,ft,ap,v,bp1,sp1,bq1,sq1,oi,h,l,_id
2023-12-20 10:02:15.923097,tf,NFO,64012,391.40,16.57,1703046738,,,,,,,,,,
2023-12-20 10:02:15.924102,tf,NFO,64012,391.40,16.57,1703046738,,,,,,,,,,
2023-12-20 10:02:16.769121,tf,NFO,64012,390.40,16.28,1703046739,422.96,1127340,390.00,390.40,930,15,,,,
2023-12-20 10:02:16.772121,tf,NFO,64012,390.40,16.28,1703046739,422.96,1127340,390.00,390.40,930,15,,,,
2023-12-20 10:02:17.924600,tf,NFO,64012,391.35,16.56,1703046740,,,,,,,,,,
2023-12-20 10:02:17.924600,tf,NFO,64012,391.35,16.56,1703046740,,,,,,,,,,
2023-12-20 10:02:18.373189,tf,NFO,64012,391.05,16.47,1703046741,422.95,1127805,390.85,391.70,210,,,,,
2023-12-20 10:02:18.374187,tf,NFO,64012,391.05,16.47,1703046741,422.95,1127805,390.85,391.70,210,,,,,
2023-12-20 10:02:18.924807,tf,NFO,64012,392.25,16.83,1703046741,,,,,,,,,,
2023-12-20 10:02:18.925808,tf,NFO,64012,392.25,16.83,1703046741,,,,,,,,,,
2023-12-20 10:02:19.926434,tf,NFO,64012,391.50,16.60,1703046742,,,,,,,,,,
2023-12-20 10:02:19.927433,tf,NFO,64012,391.50,16.60,1703046742,,,,,,,,,,
2023-12-20 10:02:20.173350,tf,NFO,64012,390.90,16.43,1703046742,,1127985,391.15,392.00,30,240,,,,
2023-12-20 10:02:20.174348,tf,NFO,64012,390.90,16.43,1703046742,,1127985,391.15,392.00,30,240,,,,
2023-12-20 10:02:21.126457,tf,NFO,64012,391.55,16.62,1703046743,,,,,,,,,,
2023-12-20 10:02:21.127453,tf,NFO,64012,391.55,16.62,1703046743,,,,,,,,,,
2023-12-20 10:02:21.777155,tf,NFO,64012,392.35,16.86,1703046744,422.94,1128165,392.50,393.25,15,30,,,,
2023-12-20 10:02:21.779155,tf,NFO,64012,392.35,16.86,1703046744,422.94,1128165,392.50,393.25,15,30,,,,
2023-12-20 10:02:21.927033,tf,NFO,64012,393.35,17.16,1703046744,,,,,,,,,,
2023-12-20 10:02:21.927033,tf,NFO,64012,393.35,17.16,1703046744,,,,,,,,,,
2023-12-20 10:02:22.928414,tf,NFO,64012,392.45,16.89,1703046745,,,,,,,,,,
2023-12-20 10:02:22.928414,tf,NFO,64012,392.45,16.89,1703046745,,,,,,,,,,
2023-12-20 10:02:23.380111,tf,NFO,64012,393.60,17.23,1703046746,422.93,1128405,392.85,393.80,30,15,,,,
2023-12-20 10:02:23.399097,tf,NFO,64012,393.60,17.23,1703046746,422.93,1128405,392.85,393.80,30,15,,,,
2023-12-20 10:02:23.927040,tf,NFO,64012,392.40,16.87,1703046746,,,,,,,,,,
2023-12-20 10:02:23.927040,tf,NFO,64012,392.40,16.87,1703046746,,,,,,,,,,
2023-12-20 10:02:25.127357,tf,NFO,64012,394.20,17.41,1703046747,,,,,,,,,,
2023-12-20 10:02:25.128358,tf,NFO,64012,394.20,17.41,1703046747,,,,,,,,,,
2023-12-20 10:02:25.927933,tf,NFO,64012,393.60,17.23,1703046748,,,,,,,,,,
2023-12-20 10:02:25.927933,tf,NFO,64012,393.60,17.23,1703046748,,,,,,,,,,
2023-12-20 10:02:26.785706,tf,NFO,64012,393.85,17.30,1703046749,,1129470,393.15,393.80,,15,,,,
2023-12-20 10:02:26.787705,tf,NFO,64012,393.85,17.30,1703046749,,1129470,393.15,393.80,,15,,,,
2023-12-20 10:02:27.929496,tf,NFO,64012,393.05,17.07,1703046750,,,,,,,,,,
2023-12-20 10:02:27.930493,tf,NFO,64012,393.05,17.07,1703046750,,,,,,,,,,
2023-12-20 10:02:28.930393,tf,NFO,64012,392.25,16.83,1703046751,,,,,,,,,,
2023-12-20 10:02:28.931397,tf,NFO,64012,392.25,16.83,1703046751,,,,,,,,,,
2023-12-20 10:02:30.131216,tf,NFO,64012,391.55,16.62,1703046752,,,,,,,,,,
2023-12-20 10:02:30.131216,tf,NFO,64012,391.55,16.62,1703046752,,,,,,,,,,
2023-12-20 10:02:31.132927,tf,NFO,64012,389.00,15.86,1703046753,,,,,,,,,,
2023-12-20 10:02:31.133925,tf,NFO,64012,389.00,15.86,1703046753,,,,,,,,,,
2023-12-20 10:02:31.793095,tf,NFO,64012,388.00,15.56,1703046754,422.84,1131930,387.00,387.85,15,30,,,,
2023-12-20 10:02:31.794096,tf,NFO,64012,388.00,15.56,1703046754,422.84,1131930,387.00,387.85,15,30,,,,
2023-12-20 10:02:31.934180,tf,NFO,64012,386.90,15.23,1703046754,,,,,,,,,,
2023-12-20 10:02:31.935180,tf,NFO,64012,386.90,15.23,1703046754,,,,,,,,,,
2023-12-20 10:02:32.935144,tf,NFO,64012,386.55,15.13,1703046755,,,,,,,,,,
2023-12-20 10:02:32.936144,tf,NFO,64012,386.55,15.13,1703046755,,,,,,,,,,
2023-12-20 10:02:33.395438,tf,NFO,64012,387.20,15.32,1703046756,422.81,1132845,385.95,387.00,,15,,,,
2023-12-20 10:02:33.397438,tf,NFO,64012,387.20,15.32,1703046756,422.81,1132845,385.95,387.00,,15,,,,
2023-12-20 10:02:34.134814,tf,NFO,64012,388.15,15.61,1703046756,,,,,,,,,,
2023-12-20 10:02:34.135812,tf,NFO,64012,388.15,15.61,1703046756,,,,,,,,,,
2023-12-20 10:02:35.135723,tf,NFO,64012,387.35,15.37,1703046757,,,,,,,,,,
2023-12-20 10:02:35.136723,tf,NFO,64012,387.35,15.37,1703046757,,,,,,,,,,
2023-12-20 10:02:36.137915,tf,NFO,64012,387.60,15.44,1703046758,,,,,,,,,,
2023-12-20 10:02:36.137915,tf,NFO,64012,387.60,15.44,1703046758,,,,,,,,,,
2023-12-20 10:02:36.800030,tf,NFO,64012,386.85,15.22,1703046759,422.79,1133400,386.85,387.70,165,,,,,
2023-12-20 10:02:36.801029,tf,NFO,64012,386.85,15.22,1703046759,422.79,1133400,386.85,387.70,165,,,,,
2023-12-20 10:02:37.138796,tf,NFO,64012,383.00,14.07,1703046759,,,,,,,368340,,,
2023-12-20 10:02:37.139797,tf,NFO,64012,383.00,14.07,1703046759,,,,,,,368340,,,
2023-12-20 10:02:37.937036,tf,NFO,64012,385.20,14.73,1703046760,,,,,,,,,,
2023-12-20 10:02:37.942034,tf,NFO,64012,385.20,14.73,1703046760,,,,,,,,,,
2023-12-20 10:02:38.404978,tf,NFO,64012,384.45,14.50,1703046761,422.72,1135425,384.75,385.55,120,,,,,
2023-12-20 10:02:38.404978,tf,NFO,64012,384.45,14.50,1703046761,422.72,1135425,384.75,385.55,120,,,,,
2023-12-20 10:02:38.938883,tf,NFO,64012,384.40,14.49,1703046761,,,,,,,,,,
2023-12-20 10:02:38.945879,tf,NFO,64012,384.40,14.49,1703046761,,,,,,,,,,
2023-12-20 10:02:39.946714,tf,NFO,64012,384.45,14.50,1703046762,,,,,,,,,,
2023-12-20 10:02:39.951712,tf,NFO,64012,384.45,14.50,1703046762,,,,,,,,,,
2023-12-20 10:02:40.204746,tf,NFO,64012,385.20,14.73,1703046762,422.63,1138320,384.35,385.15,15,15,,,,
2023-12-20 10:02:40.204746,tf,NFO,64012,385.20,14.73,1703046762,422.63,1138320,384.35,385.15,15,15,,,,
2023-12-20 10:02:40.939029,tf,NFO,64012,386.25,15.04,1703046763,,,,,,,,,,
2023-12-20 10:02:40.940034,tf,NFO,64012,386.25,15.04,1703046763,,,,,,,,,,
2023-12-20 10:02:41.808207,tf,NFO,64012,385.65,14.86,1703046764,422.58,1139670,385.00,385.95,45,195,,,,
2023-12-20 10:02:41.808207,tf,NFO,64012,385.65,14.86,1703046764,422.58,1139670,385.00,385.95,45,195,,,,
2023-12-20 10:02:42.140721,tf,NFO,64012,385.95,14.95,1703046764,,,,,,,,,,
2023-12-20 10:02:42.141719,tf,NFO,64012,385.95,14.95,1703046764,,,,,,,,,,
2023-12-20 10:02:42.940507,tf,NFO,64012,386.80,15.20,1703046765,,,,,,,,,,
2023-12-20 10:02:42.941511,tf,NFO,64012,386.80,15.20,1703046765,,,,,,,,,,
2023-12-20 10:02:44.141455,tf,NFO,64012,389.35,15.96,1703046766,,,,,,,,,,
2023-12-20 10:02:44.155449,tf,NFO,64012,389.35,15.96,1703046766,,,,,,,,,,
2023-12-20 10:02:45.141465,tf,NFO,64012,389.45,15.99,1703046767,,,,,,,,,,
2023-12-20 10:02:45.142465,tf,NFO,64012,389.45,15.99,1703046767,,,,,,,,,,
2023-12-20 10:02:45.945118,tf,NFO,64012,390.50,16.31,1703046768,,,,,,,,,,
2023-12-20 10:02:45.949116,tf,NFO,64012,390.50,16.31,1703046768,,,,,,,,,,
2023-12-20 10:02:46.817156,tf,NFO,64012,390.60,16.34,1703046769,422.52,1141545,,390.70,210,345,,,,
2023-12-20 10:02:46.827150,tf,NFO,64012,390.60,16.34,1703046769,422.52,1141545,,390.70,210,345,,,,
2023-12-20 10:02:47.143954,tf,NFO,64012,390.45,16.29,1703046769,,,,,,,,,,
2023-12-20 10:02:47.143954,tf,NFO,64012,390.45,16.29,1703046769,,,,,,,,,,
2023-12-20 10:02:48.144046,tf,NFO,64012,392.05,16.77,1703046770,,,,,,,,,,
2023-12-20 10:02:48.145048,tf,NFO,64012,392.05,16.77,1703046770,,,,,,,,,,
2023-12-20 10:02:49.146763,tf,NFO,64012,391.50,16.60,1703046771,,,,,,,,,,
2023-12-20 10:02:49.148761,tf,NFO,64012,391.50,16.60,1703046771,,,,,,,,,,
2023-12-20 10:02:50.144613,tf,NFO,64012,393.25,17.13,1703046772,,,,,,,,,,
2023-12-20 10:02:50.145611,tf,NFO,64012,393.25,17.13,1703046772,,,,,,,,,,
2023-12-20 10:02:51.146401,tf,NFO,64012,391.45,16.59,1703046773,,,,,,,,,,
2023-12-20 10:02:51.146401,tf,NFO,64012,391.45,16.59,1703046773,,,,,,,,,,
2023-12-20 10:02:52.146564,tf,NFO,64012,393.15,17.10,1703046774,,,,,,,,,,
2023-12-20 10:02:52.148563,tf,NFO,64012,393.15,17.10,1703046774,,,,,,,,,,
2023-12-20 10:02:53.147134,tf,NFO,64012,393.35,17.16,1703046775,,,,,,,,,,
2023-12-20 10:02:53.148134,tf,NFO,64012,393.35,17.16,1703046775,,,,,,,,,,
2023-12-20 10:02:53.457379,tf,NFO,64012,391.25,16.53,1703046776,422.49,1142790,390.25,391.00,15,,,,,
2023-12-20 10:02:53.466376,tf,NFO,64012,391.25,16.53,1703046776,422.49,1142790,390.25,391.00,15,,,,,
2023-12-20 10:02:53.948077,tf,NFO,64012,389.35,15.96,1703046776,,,,,,,,,,
2023-12-20 10:02:53.950078,tf,NFO,64012,389.35,15.96,1703046776,,,,,,,,,,
2023-12-20 10:02:55.150273,tf,NFO,64012,388.55,15.73,1703046777,,,,,,,,,,
2023-12-20 10:02:55.153272,tf,NFO,64012,388.55,15.73,1703046777,,,,,,,,,,
2023-12-20 10:02:55.949641,tf,NFO,64012,385.25,14.74,1703046778,,,,,,,,,,
2023-12-20 10:02:55.951647,tf,NFO,64012,385.25,14.74,1703046778,,,,,,,,,,
2023-12-20 10:02:56.860542,tf,NFO,64012,385.30,14.76,1703046779,422.47,1143345,385.25,386.20,135,75,,,,
2023-12-20 10:02:56.873533,tf,NFO,64012,385.30,14.76,1703046779,422.47,1143345,385.25,386.20,135,75,,,,
2023-12-20 10:02:57.954936,tf,NFO,64012,387.05,15.28,1703046780,,,,,,,,,,
2023-12-20 10:02:57.955935,tf,NFO,64012,387.05,15.28,1703046780,,,,,,,,,,
2023-12-20 10:02:58.437131,tf,NFO,64012,386.85,15.22,1703046781,422.46,1143840,386.00,386.80,75,30,,,,
2023-12-20 10:02:58.437131,tf,NFO,64012,386.85,15.22,1703046781,422.46,1143840,386.00,386.80,75,30,,,,
2023-12-20 10:02:59.952239,tf,NFO,64012,383.50,14.22,1703046782,,,,,,,,,,
2023-12-20 10:02:59.956236,tf,NFO,64012,383.50,14.22,1703046782,,,,,,,,,,
2023-12-20 10:03:00.239064,tf,NFO,64012,383.10,14.10,1703046783,422.42,1144860,382.00,382.75,270,15,,,,
2023-12-20 10:03:00.239064,tf,NFO,64012,383.10,14.10,1703046783,422.42,1144860,382.00,382.75,270,15,,,,
2023-12-20 10:03:00.955405,tf,NFO,64012,382.15,13.82,1703046783,,,,,,,,,,
2023-12-20 10:03:00.956405,tf,NFO,64012,382.15,13.82,1703046783,,,,,,,,,,
2023-12-20 10:03:01.840859,tf,NFO,64012,380.75,13.40,1703046784,422.35,1146930,380.00,380.80,1485,,,,,
2023-12-20 10:03:01.841860,tf,NFO,64012,380.75,13.40,1703046784,422.35,1146930,380.00,380.80,1485,,,,,
2023-12-20 10:03:02.953184,tf,NFO,64012,378.20,12.64,1703046785,,,,,,,,,,
2023-12-20 10:03:02.953184,tf,NFO,64012,378.20,12.64,1703046785,,,,,,,,,,
2023-12-20 10:03:03.443881,tf,NFO,64012,378.40,12.70,1703046786,422.16,1152015,377.20,378.15,15,45,,,375.05,
2023-12-20 10:03:03.444881,tf,NFO,64012,378.40,12.70,1703046786,422.16,1152015,377.20,378.15,15,45,,,375.05,
2023-12-20 10:03:04.159442,tf,NFO,64012,377.10,12.32,1703046786,,,,,,,,,,
2023-12-20 10:03:04.182428,tf,NFO,64012,377.10,12.32,1703046786,,,,,,,,,,
2023-12-20 10:03:05.162826,tf,NFO,64012,377.40,12.41,1703046787,,,,,,,,,,
2023-12-20 10:03:05.170822,tf,NFO,64012,377.40,12.41,1703046787,,,,,,,,,,
2023-12-20 10:03:05.244776,tf,NFO,64012,378.10,12.61,1703046788,422.02,1155450,377.15,378.20,,,,,,
2023-12-20 10:03:05.255769,tf,NFO,64012,378.10,12.61,1703046788,422.02,1155450,377.15,378.20,,,,,,
2023-12-20 10:03:06.166210,tf,NFO,64012,378.95,12.87,1703046788,,,,,,,,,,
2023-12-20 10:03:06.173207,tf,NFO,64012,378.95,12.87,1703046788,,,,,,,,,,
2023-12-20 10:03:06.859784,tf,NFO,64012,379.85,13.13,1703046789,421.95,1157235,379.85,380.90,105,15,,,,
2023-12-20 10:03:06.869779,tf,NFO,64012,379.85,13.13,1703046789,421.95,1157235,379.85,380.90,105,15,,,,
2023-12-20 10:03:07.154603,tf,NFO,64012,378.60,12.76,1703046789,,,,,,,,,,
2023-12-20 10:03:07.176590,tf,NFO,64012,378.60,12.76,1703046789,,,,,,,,,,
2023-12-20 10:03:08.170982,tf,NFO,64012,379.55,13.05,1703046790,,,,,,,,,,
2023-12-20 10:03:08.173979,tf,NFO,64012,379.55,13.05,1703046790,,,,,,,,,,
2023-12-20 10:03:08.450808,tf,NFO,64012,378.25,12.66,1703046791,421.87,1159575,378.30,379.35,30,,,,,
2023-12-20 10:03:08.452807,tf,NFO,64012,378.25,12.66,1703046791,421.87,1159575,378.30,379.35,30,,,,,
2023-12-20 10:03:09.354253,tf,NFO,64012,380.50,13.33,1703046792,,,,,,,,,,
2023-12-20 10:03:09.372243,tf,NFO,64012,380.50,13.33,1703046792,,,,,,,,,,
2023-12-20 10:03:10.251703,tf,NFO,64012,379.55,13.05,1703046793,421.84,1160430,379.95,380.90,15,45,,,,
2023-12-20 10:03:10.251703,tf,NFO,64012,379.55,13.05,1703046793,421.84,1160430,379.95,380.90,15,45,,,,
2023-12-20 10:03:10.355639,tf,NFO,64012,379.75,13.10,1703046793,,,,,,,,,,
2023-12-20 10:03:10.357638,tf,NFO,64012,379.75,13.10,1703046793,,,,,,,,,,
2023-12-20 10:03:11.356022,tf,NFO,64012,380.55,13.34,1703046794,,,,,,,,,,
2023-12-20 10:03:11.357025,tf,NFO,64012,380.55,13.34,1703046794,,,,,,,,,,
2023-12-20 10:03:11.854717,tf,NFO,64012,379.40,13.00,1703046794,421.79,1161585,378.90,379.55,45,,,,,
2023-12-20 10:03:11.855718,tf,NFO,64012,379.40,13.00,1703046794,421.79,1161585,378.90,379.55,45,,,,,
2023-12-20 10:03:13.157917,tf,NFO,64012,377.40,12.41,1703046795,,,,,,,,,,
2023-12-20 10:03:13.157917,tf,NFO,64012,377.40,12.41,1703046795,,,,,,,,,,
2023-12-20 10:03:13.458733,tf,NFO,64012,377.70,12.49,1703046796,421.78,1162050,376.85,377.40,15,15,,,,
2023-12-20 10:03:13.460734,tf,NFO,64012,377.70,12.49,1703046796,421.78,1162050,376.85,377.40,15,15,,,,
2023-12-20 10:03:14.359189,tf,NFO,64012,379.95,13.16,1703046797,,,,,,,,,,
2023-12-20 10:03:14.359189,tf,NFO,64012,379.95,13.16,1703046797,,,,,,,,,,
2023-12-20 10:03:14.958822,tf,NFO,64012,379.20,12.94,1703046797,,,,,,,,,,
2023-12-20 10:03:14.959821,tf,NFO,64012,379.20,12.94,1703046797,,,,,,,,,,
2023-12-20 10:03:15.258637,tf,NFO,64012,381.25,13.55,1703046798,421.76,1162545,381.45,381.95,30,,,,,
2023-12-20 10:03:15.259637,tf,NFO,64012,381.25,13.55,1703046798,421.76,1162545,381.45,381.95,30,,,,,
2023-12-20 10:03:15.960206,tf,NFO,64012,382.00,13.78,1703046798,,,,,,,,,,
2023-12-20 10:03:15.961207,tf,NFO,64012,382.00,13.78,1703046798,,,,,,,,,,
2023-12-20 10:03:16.861654,tf,NFO,64012,381.55,13.64,1703046799,421.74,1163130,382.05,382.90,,195,,,,
2023-12-20 10:03:16.865651,tf,NFO,64012,381.55,13.64,1703046799,421.74,1163130,382.05,382.90,,195,,,,
2023-12-20 10:03:18.160855,tf,NFO,64012,380.70,13.39,1703046800,,,,,,,,,,
2023-12-20 10:03:18.161855,tf,NFO,64012,380.70,13.39,1703046800,,,,,,,,,,
2023-12-20 10:03:18.466670,tf,NFO,64012,381.35,13.58,1703046801,,1163220,380.55,381.40,210,30,,,,
2023-12-20 10:03:18.485656,tf,NFO,64012,381.35,13.58,1703046801,,1163220,380.55,381.40,210,30,,,,
2023-12-20 10:03:19.163240,tf,NFO,64012,381.70,13.69,1703046801,,,,,,,,,,
2023-12-20 10:03:19.163240,tf,NFO,64012,381.70,13.69,1703046801,,,,,,,,,,
2023-12-20 10:03:19.963751,tf,NFO,64012,382.20,13.83,1703046802,,,,,,,,,,
2023-12-20 10:03:19.964750,tf,NFO,64012,382.20,13.83,1703046802,,,,,,,,,,
2023-12-20 10:03:20.293548,tf,NFO,64012,381.45,13.61,1703046803,421.68,1164810,381.10,381.95,15,45,,,,
2023-12-20 10:03:20.298544,tf,NFO,64012,381.45,13.61,1703046803,421.68,1164810,381.10,381.95,15,45,,,,
2023-12-20 10:03:20.967134,tf,NFO,64012,380.95,13.46,1703046803,,,,,,,,,,
2023-12-20 10:03:20.967134,tf,NFO,64012,380.95,13.46,1703046803,,,,,,,,,,
2023-12-20 10:03:21.868090,tf,NFO,64012,380.55,13.34,1703046804,,1164930,380.50,381.45,45,30,,,,
2023-12-20 10:03:21.871090,tf,NFO,64012,380.55,13.34,1703046804,,1164930,380.50,381.45,45,30,,,,
2023-12-20 10:03:22.966417,tf,NFO,64012,381.90,13.75,1703046805,,,,,,,,,,
2023-12-20 10:03:22.966417,tf,NFO,64012,381.90,13.75,1703046805,,,,,,,,,,
2023-12-20 10:03:23.472105,tf,NFO,64012,381.75,13.70,1703046806,,1164990,381.00,382.05,285,,,,,
2023-12-20 10:03:23.472105,tf,NFO,64012,381.75,13.70,1703046806,,1164990,381.00,382.05,285,,,,,
2023-12-20 10:03:24.366557,tf,NFO,64012,380.00,13.18,1703046807,,,,,,,,,,
2023-12-20 10:03:24.366557,tf,NFO,64012,380.00,13.18,1703046807,,,,,,,,,,
2023-12-20 10:03:25.272002,tf,NFO,64012,379.80,13.12,1703046808,421.66,1165290,379.05,379.80,30,,,,,
2023-12-20 10:03:25.290991,tf,NFO,64012,379.80,13.12,1703046808,421.66,1165290,379.05,379.80,30,,,,,
2023-12-20 10:03:25.967588,tf,NFO,64012,379.60,13.06,1703046808,,,,,,,,,,
2023-12-20 10:03:25.968588,tf,NFO,64012,379.60,13.06,1703046808,,,,,,,,,,
2023-12-20 10:03:26.875031,tf,NFO,64012,381.35,13.58,1703046809,421.64,1165935,379.50,380.50,150,285,,,,
2023-12-20 10:03:26.876031,tf,NFO,64012,381.35,13.58,1703046809,421.64,1165935,379.50,380.50,150,285,,,,
2023-12-20 10:03:27.968629,tf,NFO,64012,380.00,13.18,1703046810,,,,,,,,,,
2023-12-20 10:03:27.968629,tf,NFO,64012,380.00,13.18,1703046810,,,,,,,,,,
2023-12-20 10:03:28.480453,tf,NFO,64012,379.75,13.10,1703046811,421.63,1166280,378.95,379.75,30,30,,,,
2023-12-20 10:03:28.482453,tf,NFO,64012,379.75,13.10,1703046811,421.63,1166280,378.95,379.75,30,30,,,,
2023-12-20 10:03:29.169845,tf,NFO,64012,378.45,12.72,1703046811,,,,,,,,,,
2023-12-20 10:03:29.170852,tf,NFO,64012,378.45,12.72,1703046811,,,,,,,,,,
2023-12-20 10:03:30.280854,tf,NFO,64012,375.85,11.94,1703046813,421.55,1168320,375.05,375.85,15,45,,,,
2023-12-20 10:03:30.281853,tf,NFO,64012,375.85,11.94,1703046813,421.55,1168320,375.05,375.85,15,45,,,,
2023-12-20 10:03:30.370374,tf,NFO,64012,376.05,12.00,1703046813,,,,,,,,,,
2023-12-20 10:03:30.371378,tf,NFO,64012,376.05,12.00,1703046813,,,,,,,,,,
2023-12-20 10:03:31.371765,tf,NFO,64012,375.90,11.96,1703046814,,,,,,,,,,
2023-12-20 10:03:31.372764,tf,NFO,64012,375.90,11.96,1703046814,,,,,,,,,,
2023-12-20 10:03:31.882800,tf,NFO,64012,379.20,12.94,1703046814,421.53,1168860,378.60,379.40,,30,,,,
2023-12-20 10:03:31.882800,tf,NFO,64012,379.20,12.94,1703046814,421.53,1168860,378.60,379.40,,30,,,,
2023-12-20 10:03:33.371305,tf,NFO,64012,379.65,13.08,1703046816,,,,,,,,,,
2023-12-20 10:03:33.372306,tf,NFO,64012,379.65,13.08,1703046816,,,,,,,,,,
2023-12-20 10:03:34.373302,tf,NFO,64012,378.85,12.84,1703046817,,,,,,,,,,
2023-12-20 10:03:34.373302,tf,NFO,64012,378.85,12.84,1703046817,,,,,,,,,,
2023-12-20 10:03:34.972620,tf,NFO,64012,378.00,12.58,1703046817,,,,,,,,,,
2023-12-20 10:03:34.973617,tf,NFO,64012,378.00,12.58,1703046817,,,,,,,,,,
2023-12-20 10:03:35.287142,tf,NFO,64012,378.80,12.82,1703046818,421.44,1171380,378.40,379.35,255,,,,,
2023-12-20 10:03:35.288143,tf,NFO,64012,378.80,12.82,1703046818,421.44,1171380,378.40,379.35,255,,,,,
2023-12-20 10:03:35.975913,tf,NFO,64012,380.00,13.18,1703046818,,,,,,,,,,
2023-12-20 10:03:35.975913,tf,NFO,64012,380.00,13.18,1703046818,,,,,,,,,,
2023-12-20 10:03:36.890267,tf,NFO,64012,377.90,12.55,1703046819,421.42,1171950,376.70,377.65,60,45,,,,
2023-12-20 10:03:36.890267,tf,NFO,64012,377.90,12.55,1703046819,421.42,1171950,376.70,377.65,60,45,,,,
2023-12-20 10:03:38.175960,tf,NFO,64012,378.70,12.79,1703046820,,,,,,,,,,
2023-12-20 10:03:38.175960,tf,NFO,64012,378.70,12.79,1703046820,,,,,,,,,,
2023-12-20 10:03:38.497136,tf,NFO,64012,378.75,12.81,1703046821,421.41,1172265,378.35,379.20,45,15,,,,
2023-12-20 10:03:38.497136,tf,NFO,64012,378.75,12.81,1703046821,421.41,1172265,378.35,379.20,45,15,,,,
2023-12-20 10:03:39.375160,tf,NFO,64012,380.55,13.34,1703046822,,,,,,,,,,
2023-12-20 10:03:39.376165,tf,NFO,64012,380.55,13.34,1703046822,,,,,,,,,,
2023-12-20 10:03:39.975422,tf,NFO,64012,378.75,12.81,1703046822,,,,,,,,,,
2023-12-20 10:03:39.976422,tf,NFO,64012,378.75,12.81,1703046822,,,,,,,,,,
2023-12-20 10:03:40.976789,tf,NFO,64012,379.90,13.15,1703046823,,,,,,,,,,
2023-12-20 10:03:40.978794,tf,NFO,64012,379.90,13.15,1703046823,,,,,,,,,,
2023-12-20 10:03:41.896816,tf,NFO,64012,379.15,12.93,1703046824,,1172625,379.15,380.00,,45,,,,
2023-12-20 10:03:41.897815,tf,NFO,64012,379.15,12.93,1703046824,,1172625,379.15,380.00,,45,,,,
2023-12-20 10:03:42.976915,tf,NFO,64012,380.40,13.30,1703046825,,,,,,,,,,
2023-12-20 10:03:42.977920,tf,NFO,64012,380.40,13.30,1703046825,,,,,,,,,,
2023-12-20 10:03:43.501739,tf,NFO,64012,380.50,13.33,1703046826,421.39,1172895,381.00,381.85,60,30,,,,
2023-12-20 10:03:43.503738,tf,NFO,64012,380.50,13.33,1703046826,421.39,1172895,381.00,381.85,60,30,,,,
2023-12-20 10:03:43.977773,tf,NFO,64012,381.75,13.70,1703046826,,,,,,,,,,
2023-12-20 10:03:43.978775,tf,NFO,64012,381.75,13.70,1703046826,,,,,,,,,,
2023-12-20 10:03:45.131825,tf,NFO,64012,377.50,12.43,1703046827,421.36,1173570,377.00,377.90,45,15,,,,
2023-12-20 10:03:46.182180,tf,NFO,64012,374.65,11.59,1703046828,,,,,,,,,,
2023-12-20 10:03:46.906734,tf,NFO,64012,373.00,11.09,1703046829,421.29,1175370,373.40,374.15,120,45,,,372.45,
2023-12-20 10:03:47.180567,tf,NFO,64012,373.60,11.27,1703046829,,,,,,,,,,
2023-12-20 10:03:48.179655,tf,NFO,64012,376.05,12.00,1703046830,,,,,,,,,,
2023-12-20 10:03:48.510235,tf,NFO,64012,376.10,12.02,1703046831,421.24,1176660,375.35,376.10,15,,,,,
2023-12-20 10:03:49.179823,tf,NFO,64012,377.20,12.35,1703046831,,,,,,,,,,
2023-12-20 10:03:50.114251,tf,NFO,64012,376.40,12.11,1703046832,421.20,1177740,375.10,376.00,45,,,,,
2023-12-20 10:03:50.980718,tf,NFO,64012,373.20,11.15,1703046833,,,,,,,,,,
2023-12-20 10:03:51.916220,tf,NFO,64012,374.25,11.47,1703046834,421.18,1178085,373.70,374.75,,60,,,,
2023-12-20 10:03:52.982642,tf,NFO,64012,374.80,11.63,1703046835,,,,,,,,,,
2023-12-20 10:03:53.519446,tf,NFO,64012,376.05,12.00,1703046836,421.16,1178640,374.05,374.95,30,225,,,,
2023-12-20 10:03:53.983159,tf,NFO,64012,374.10,11.42,1703046836,,,,,,,,,,
2023-12-20 10:03:54.985657,tf,NFO,64012,373.60,11.27,1703046837,,,,,,,,,,
2023-12-20 10:03:55.099584,tf,NFO,64012,373.60,11.27,1703046837,,,,,,,,,,
2023-12-20 10:03:55.987946,tf,NFO,64012,375.30,11.78,1703046838,,,,,,,,,,
2023-12-20 10:03:55.987946,tf,NFO,64012,375.30,11.78,1703046838,,,,,,,,,,
2023-12-20 10:03:56.925983,tf,NFO,64012,375.15,11.73,1703046839,421.14,1179195,375.95,376.85,,,,,,
2023-12-20 10:03:56.926981,tf,NFO,64012,375.15,11.73,1703046839,421.14,1179195,375.95,376.85,,,,,,
2023-12-20 10:03:57.986420,tf,NFO,64012,376.85,12.24,1703046840,,,,,,,,,,
2023-12-20 10:03:57.987420,tf,NFO,64012,376.85,12.24,1703046840,,,,,,,,,,
2023-12-20 10:03:58.529134,tf,NFO,64012,374.45,11.53,1703046841,,1179285,374.20,374.65,,,,,,
2023-12-20 10:03:58.530134,tf,NFO,64012,374.45,11.53,1703046841,,1179285,374.20,374.65,,,,,,
2023-12-20 10:03:59.187291,tf,NFO,64012,374.25,11.47,1703046841,,,,,,,,,,
2023-12-20 10:03:59.188291,tf,NFO,64012,374.25,11.47,1703046841,,,,,,,,,,
